name,time,team,Padj_Defensive Acts,Turnovers,Aerial Challenges,Aerial Win %,True Tackle Win%,Padj_Pressures,Padj_Successful Pressures,Dribbles,xT,xT Facilitated,xGBuildup,xGChain,Successful Passes,Successful Long Passes,Successful Final Third Passes,Successful Under Pressure Passes,Successful Progressive Passes,Total Pass Length,Carries,Carry Distance,Final Third Entries,Progressive Moves,Passes Success %,Long Passes Success %,Under Pressure Passes Success %,Progressive Passes Success %,PPF,CPF,Open Play Passes,Pass Completed Above Expected,Successful Passes and Carries,Turnovers per 100 Touches,Percentile Padj_Defensive Acts,Percentile Turnovers,Percentile Aerial Challenges,Percentile Aerial Win %,Percentile True Tackle Win%,Percentile Padj_Pressures,Percentile Padj_Successful Pressures,Percentile Dribbles,Percentile xT,Percentile xT Facilitated,Percentile xGBuildup,Percentile xGChain,Percentile Successful Passes,Percentile Successful Long Passes,Percentile Successful Final Third Passes,Percentile Successful Under Pressure Passes,Percentile Successful Progressive Passes,Percentile Total Pass Length,Percentile Carries,Percentile Carry Distance,Percentile Final Third Entries,Percentile Progressive Moves,Percentile Passes Success %,Percentile Long Passes Success %,Percentile Under Pressure Passes Success %,Percentile Progressive Passes Success %,Percentile PPF,Percentile CPF,Percentile Open Play Passes,Percentile Pass Completed Above Expected,Percentile Successful Passes and Carries,Percentile Turnovers per 100 Touches
Fabian Lukas Schär,286,Switzerland,14.511139093000406,0.0,2.8321678321678325,83.33333333333333,38.88888888888889,10.03465414739482,2.850713984565914,0.0,0.05365686532951287,0.09783284240687674,0.1437628612384555,0.1437628612384555,56.32867132867133,12.587412587412588,2.5174825174825175,4.72027972027972,5.979020979020979,1717.047102493008,53.49650349650349,262.68581871010116,2.8321678321678325,7.2377622377622375,83.25581395348837,63.492063492063494,65.21739130434783,43.18181818181818,0.45563408845509473,0.573414930056427,208,1.0034845389275397,109.82517482517481,0.0,0.803921568627451,0.18627450980392157,0.5686274509803921,0.9215686274509803,0.6078431372549019,0.8235294117647058,0.8823529411764706,0.2647058823529412,0.058823529411764705,0.47058823529411764,0.49019607843137253,0.45098039215686275,0.7647058823529411,0.9215686274509803,0.6078431372549019,0.37254901960784315,0.9215686274509803,0.9215686274509803,0.8235294117647058,0.6078431372549019,0.5294117647058824,0.9607843137254902,0.3137254901960784,0.2549019607843137,0.23529411764705882,0.3137254901960784,0.7254901960784313,0.6274509803921569,0.6176470588235294,0.3137254901960784,0.7843137254901961,0.18627450980392157
Faustino Marcos Alberto Rojo,234,Argentina,17.720832413785747,0.0,4.230769230769231,41.11111111111111,11.111111111111112,11.438986440662292,2.382512392036382,0.38461538461538464,0.15748391698113207,0.10729602264150946,0.08577461277492311,0.10441039450569232,54.61538461538461,3.4615384615384617,3.4615384615384617,6.538461538461539,4.230769230769231,1126.780231192307,47.30769230769231,331.97921867464163,5.384615384615385,6.923076923076923,87.65432098765432,60.0,73.91304347826087,57.89473684210526,0.4914415880867132,0.6298614693052969,158,1.0353351142289822,101.92307692307692,0.0,0.9607843137254902,0.18627450980392157,0.9019607843137255,0.39215686274509803,0.14705882352941177,0.8431372549019608,0.8431372549019608,0.803921568627451,0.7450980392156863,0.5490196078431373,0.19607843137254902,0.3137254901960784,0.7254901960784313,0.0196078431372549,0.803921568627451,0.7058823529411765,0.6862745098039216,0.45098039215686275,0.7450980392156863,0.8235294117647058,0.9019607843137255,0.9215686274509803,0.6078431372549019,0.14705882352941177,0.5392156862745098,0.7450980392156863,0.8627450980392157,0.8823529411764706,0.35294117647058826,0.8823529411764706,0.7254901960784313,0.18627450980392157
Gen Shōji,284,Japan,11.986230971785103,0.6338028169014085,4.753521126760563,50.0,33.333333333333336,6.853882342338456,1.2523799415002415,0.6338028169014085,0.09546038888888893,0.1156185326797385,0.2677923168253968,0.2677923168253968,50.387323943661976,8.556338028169014,2.2183098591549295,8.23943661971831,3.485915492957746,1275.3774844542254,46.58450704225352,281.54932216188166,3.1690140845070425,4.753521126760563,88.8268156424581,72.97297297297297,81.25,52.38095238095238,0.3681556885897616,0.5493255594027002,179,1.0173553975596883,96.97183098591549,1.342281879194631,0.5882352941176471,0.8627450980392157,0.9607843137254902,0.47058823529411764,0.49019607843137253,0.5490196078431373,0.47058823529411764,0.9019607843137255,0.35294117647058826,0.6470588235294118,0.9019607843137255,0.8627450980392157,0.6470588235294118,0.4803921568627451,0.5098039215686274,0.8431372549019608,0.5098039215686274,0.6666666666666666,0.7058823529411765,0.6666666666666666,0.6274509803921569,0.6176470588235294,0.7058823529411765,0.5686274509803921,0.6470588235294118,0.6176470588235294,0.21568627450980393,0.5490196078431373,0.49019607843137253,0.5098039215686274,0.6862745098039216,0.7450980392156863
Gerard Piqué Bernabéu,405,Spain,17.17715984184885,0.4444444444444444,4.222222222222222,64.28571428571429,25.0,8.047161155963716,1.6244569791544374,0.0,0.15794242364532013,0.13495199343185557,0.24557650996416905,0.2511756452972283,71.77777777777777,13.11111111111111,9.333333333333334,7.111111111111111,4.0,1743.051650933334,63.55555555555556,418.99721388192745,10.88888888888889,5.555555555555555,91.24293785310735,84.28571428571429,82.05128205128206,58.064516129032256,0.31820587802881023,0.7195444271520665,350,1.0176012143078754,135.33333333333334,0.6993006993006993,0.9411764705882353,0.7058823529411765,0.8823529411764706,0.6274509803921569,0.3431372549019608,0.6666666666666666,0.6078431372549019,0.2647058823529412,0.7647058823529411,0.7843137254901961,0.8431372549019608,0.8235294117647058,0.9607843137254902,0.9411764705882353,0.9803921568627451,0.7843137254901961,0.6078431372549019,0.9607843137254902,0.9607843137254902,0.9411764705882353,0.9803921568627451,0.7254901960784313,0.803921568627451,0.9215686274509803,0.696078431372549,0.7647058823529411,0.13725490196078433,1.0,0.8823529411764706,0.5294117647058824,0.9607843137254902,0.5098039215686274
Harry Maguire,669,England,9.734831130902169,0.9417040358744395,4.573991031390134,90.81632653061224,31.428571428571427,6.528403634622653,1.7771624922994975,0.6726457399103138,0.17367708379888272,0.11513341759776535,0.21417563036741105,0.2741780959153976,51.255605381165914,7.130044843049328,3.0941704035874436,8.609865470852018,4.304932735426009,1169.5320081390141,45.06726457399103,288.60178571099607,5.381165919282511,6.995515695067264,87.78801843317973,74.64788732394366,80.0,60.37735849056604,0.36939990358963637,0.5386036150686163,424,1.0226873622137715,96.32286995515695,2.058823529411765,0.47058823529411764,0.9215686274509803,0.9411764705882353,1.0,0.45098039215686275,0.45098039215686275,0.6666666666666666,0.9411764705882353,0.8823529411764706,0.6274509803921569,0.7647058823529411,0.9019607843137255,0.6666666666666666,0.3333333333333333,0.7254901960784313,0.9019607843137255,0.7647058823529411,0.5294117647058824,0.6470588235294118,0.6862745098039216,0.8823529411764706,0.9411764705882353,0.6274509803921569,0.6274509803921569,0.6078431372549019,0.8627450980392157,0.23529411764705882,0.5294117647058824,0.9411764705882353,0.6862745098039216,0.6666666666666666,0.8823529411764706
Héctor Alfredo Moreno Herrera,282,Mexico,5.444601392954036,0.3191489361702128,2.2340425531914896,20.0,38.88888888888889,4.016151355773879,1.1945568802826994,0.0,0.11266752136752138,0.08800992307692304,0.0782522906779661,0.0954969925423729,39.89361702127659,6.0638297872340425,3.191489361702128,8.936170212765958,5.1063829787234045,1075.1173388297875,34.787234042553195,256.7817689581849,3.5106382978723403,6.0638297872340425,85.61643835616438,61.29032258064516,87.5,53.333333333333336,0.43608026822284013,0.5626028867220789,141,1.0530422917697209,74.68085106382979,0.9174311926605504,0.0784313725490196,0.6078431372549019,0.47058823529411764,0.06862745098039216,0.6078431372549019,0.23529411764705882,0.4117647058823529,0.2647058823529412,0.5294117647058824,0.3333333333333333,0.13725490196078433,0.2549019607843137,0.43137254901960786,0.2549019607843137,0.7450980392156863,0.9215686274509803,0.8823529411764706,0.39215686274509803,0.43137254901960786,0.5882352941176471,0.7058823529411765,0.803921568627451,0.47058823529411764,0.20588235294117646,0.9411764705882353,0.6666666666666666,0.6078431372549019,0.5686274509803921,0.2549019607843137,0.9607843137254902,0.43137254901960786,0.5882352941176471
Ilya Kutepov,524,Russia,5.088691877229312,0.5152671755725191,2.9198473282442747,71.42857142857143,10.0,2.312785859173363,0.8997706543053144,0.0,0.18899617142857136,0.15331244761904772,0.17080473268430016,0.2199324076843001,20.267175572519083,6.011450381679389,2.232824427480916,2.0610687022900764,3.0916030534351147,792.2034539999999,15.80152671755725,93.11795585756494,2.232824427480916,3.263358778625954,71.51515151515152,60.3448275862069,46.15384615384615,42.857142857142854,0.4956335670566516,0.3988953392283659,160,0.9784786727679636,36.06870229007634,3.260869565217392,0.0392156862745098,0.803921568627451,0.6470588235294118,0.7058823529411765,0.10784313725490197,0.0392156862745098,0.29411764705882354,0.2647058823529412,0.9607843137254902,0.9215686274509803,0.6862745098039216,0.7647058823529411,0.058823529411764705,0.23529411764705882,0.5294117647058824,0.0392156862745098,0.43137254901960786,0.058823529411764705,0.0392156862745098,0.0392156862745098,0.39215686274509803,0.21568627450980393,0.058823529411764705,0.17647058823529413,0.0196078431372549,0.29411764705882354,0.9019607843137255,0.058823529411764705,0.39215686274509803,0.09803921568627451,0.0392156862745098,0.9803921568627451
Jan Bednarek,237,Poland,11.271978160491178,0.0,1.139240506329114,66.66666666666667,33.333333333333336,3.2261642682989824,0.6095883643861488,0.37974683544303794,0.09817114444444446,0.09435108148148144,0.1318691321532258,0.1318691321532258,55.82278481012658,19.746835443037977,3.0379746835443036,7.215189873417722,6.455696202531645,1720.9247730000002,46.70886075949367,183.34454405652312,3.0379746835443036,6.455696202531645,86.47058823529412,83.87096774193549,63.333333333333336,60.714285714285715,0.3709560369696296,0.44403578072073563,169,1.0131397576619292,102.53164556962027,0.0,0.5490196078431373,0.18627450980392157,0.13725490196078433,0.6568627450980392,0.49019607843137253,0.09803921568627451,0.17647058823529413,0.7843137254901961,0.39215686274509803,0.43137254901960786,0.45098039215686275,0.43137254901960786,0.7450980392156863,1.0,0.7058823529411765,0.803921568627451,0.9803921568627451,0.9411764705882353,0.7254901960784313,0.35294117647058826,0.5882352941176471,0.8627450980392157,0.5882352941176471,0.9019607843137255,0.17647058823529413,0.8823529411764706,0.2549019607843137,0.13725490196078433,0.45098039215686275,0.45098039215686275,0.7450980392156863,0.18627450980392157
Jan Vertonghen,566,Belgium,10.496568155461151,0.31802120141342755,1.7491166077738516,30.555555555555554,40.0,15.606367751438562,1.79609934879196,0.31802120141342755,0.07639412635379056,0.09162949097472915,0.2754171225343567,0.2754171225343567,47.54416961130742,8.42756183745583,3.021201413427562,10.176678445229681,4.4522968197879855,1250.1363212173148,40.54770318021201,185.38033152126184,3.021201413427562,4.4522968197879855,84.94318181818181,71.62162162162163,82.05128205128206,50.90909090909091,0.413716647141459,0.4512237084377461,315,1.0470213826510397,88.09187279151944,0.7782101167315175,0.49019607843137253,0.5784313725490197,0.35294117647058826,0.17647058823529413,0.6764705882352942,0.9803921568627451,0.7058823529411765,0.7058823529411765,0.21568627450980393,0.39215686274509803,0.9411764705882353,0.9215686274509803,0.5882352941176471,0.43137254901960786,0.6862745098039216,0.9607843137254902,0.7843137254901961,0.6274509803921569,0.5490196078431373,0.37254901960784315,0.5686274509803921,0.5294117647058824,0.4117647058823529,0.49019607843137253,0.696078431372549,0.5686274509803921,0.5490196078431373,0.1568627450980392,0.8431372549019608,0.9411764705882353,0.5686274509803921,0.5490196078431373
John Stones,666,England,11.859173296289766,0.2702702702702703,1.891891891891892,63.095238095238095,43.333333333333336,7.797115994152758,2.319137536608397,0.0,0.07305376658767775,0.07855057109004741,0.15237910992487697,0.15237910992487697,60.0,9.594594594594595,2.4324324324324325,9.72972972972973,2.972972972972973,1403.3065757432425,54.054054054054056,345.45336717807515,3.108108108108108,4.0540540540540535,92.69311064718163,81.60919540229885,87.8048780487805,66.66666666666667,0.3024601584941655,0.5214179009798471,476,1.0148101148928057,114.05405405405406,0.5,0.5686274509803921,0.5294117647058824,0.37254901960784315,0.5882352941176471,0.7254901960784313,0.6470588235294118,0.803921568627451,0.2647058823529412,0.17647058823529413,0.23529411764705882,0.5098039215686274,0.49019607843137253,0.8431372549019608,0.5882352941176471,0.5882352941176471,0.9411764705882353,0.37254901960784315,0.7647058823529411,0.8431372549019608,0.8627450980392157,0.6078431372549019,0.4117647058823529,0.9215686274509803,0.8235294117647058,0.9607843137254902,0.9411764705882353,0.058823529411764705,0.47058823529411764,0.9803921568627451,0.47058823529411764,0.8431372549019608,0.47058823529411764
José María Giménez de Vargas,379,Uruguay,8.960168450393283,0.47493403693931396,3.324538258575198,29.375,71.25,4.209355385282948,1.6182138215436768,0.23746701846965698,0.11935410424710423,0.21641187258687247,0.12615841750112458,0.12615841750112458,33.72031662269129,3.7994722955145117,2.37467018469657,1.8997361477572559,2.849604221635884,904.8104399208438,27.78364116094987,140.39235210568754,2.37467018469657,2.849604221635884,83.52941176470588,55.172413793103445,61.53846153846154,46.15384615384615,0.47518333595862494,0.575657334371489,168,0.9999172824077772,61.503957783641155,1.694915254237288,0.3137254901960784,0.7450980392156863,0.7254901960784313,0.1568627450980392,1.0,0.2549019607843137,0.5882352941176471,0.5686274509803921,0.5882352941176471,1.0,0.39215686274509803,0.37254901960784315,0.27450980392156865,0.0392156862745098,0.5490196078431373,0.0196078431372549,0.29411764705882354,0.1568627450980392,0.2549019607843137,0.17647058823529413,0.45098039215686275,0.19607843137254902,0.35294117647058826,0.0392156862745098,0.11764705882352941,0.45098039215686275,0.8235294117647058,0.6470588235294118,0.43137254901960786,0.2549019607843137,0.27450980392156865,0.8431372549019608
José Miguel da Rocha Fonte,381,Portugal,16.61047150777592,0.23622047244094488,4.251968503937007,88.88888888888889,15.0,9.312356824073694,1.8213608493186517,0.0,-0.0012062925925925686,0.08260930740740735,0.07525339874785134,0.07546531334785134,34.01574803149606,6.6141732283464565,2.1259842519685037,4.960629921259843,1.6535433070866141,866.5205885433071,29.763779527559056,150.76643855800003,2.8346456692913384,2.1259842519685037,81.35593220338983,73.6842105263158,75.0,33.333333333333336,0.39033471328192004,0.5207441387721417,173,0.958320132190155,63.77952755905511,0.7936507936507936,0.9215686274509803,0.47058823529411764,0.9215686274509803,0.9803921568627451,0.23529411764705882,0.7254901960784313,0.7254901960784313,0.2647058823529412,0.0196078431372549,0.2549019607843137,0.11764705882352941,0.11764705882352941,0.3137254901960784,0.27450980392156865,0.4803921568627451,0.5098039215686274,0.09803921568627451,0.11764705882352941,0.3333333333333333,0.21568627450980393,0.5490196078431373,0.11764705882352941,0.23529411764705882,0.6078431372549019,0.5784313725490197,0.10784313725490197,0.43137254901960786,0.4117647058823529,0.47058823529411764,0.0392156862745098,0.29411764705882354,0.5686274509803921
